File	NOS_Chan1	NOGS_Chan1	MeanAdjNNR_Chan1	SNR_Chan1	NOS_Chan2	NOGS_Chan2	MeanAdjNNR_Chan2	SNR_Chan2	PointingAzi	PointingDep	SunAzimuth	SunZenith	SS1904	Juli	Time	DyOY	Year	Mont	DyOM	InTe	InHu	OuTe	OuHu	OuPr	WiSp	WiDi	CLat	CLon	CAlt	TLat	TLon	TAlt	GiAz	GiEl	DoAz	OPDi	FSSi	FoLe	LaFq	ABPr	ABst	ABen	DDis	ScSp	SaRt	ADGs	PAGs	LiSo	TaTy	TaNa	LINa	DTys	CoFl	ADSF	Max0	Min0	Mea0	Mod0	Sat0	Max1	Min1	Mea1	Mod1	Sat1	Max2	Min2	Mea2	Mod2	Sat2	Max3	Min3	Mea3	Mod3	Sat3	DeltaNu	SpecNP	iFirst	#First	iLast	#Last	IPP_OPD	SIVcut	IPPScale	LaShift
cl201907031344Spec.001	12	12	1.162681	297.4	12	12	0.781865	96.5	188.834725	21.367189	69.214991	79.627401	3645006278	3470.530995	13.743889	184	2019	7	3	0	0	62	30	829.20	2.46	272	34.2210	-118.0570	1673	34.2210	-118.0571	1673	-52.1996	34.2990	189.7537	52.0	3.030	304.80	15798.0137	6344	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Spectralon	Spectralon	49436	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	0.694153	0.116688	0.411388	0.712399	0.000000	0.173766	0.077218	0.125501	0.384957	0.000000	0.285001	-0.030224	0.127511	1.237149	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031347Font.002	12	12	1.071467	792.0	12	12	0.734754	215.7	105.157906	1.192570	69.833066	78.691651	3645006424	3470.532685	13.784444	184	2019	7	3	0	0	62	31	829.23	4.03	273	34.2210	-118.0570	1673	34.0695	-117.3900	340	31.1559	44.6417	106.4039	52.0	3.030	304.80	15798.0137	6343	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Fontana	Fontana	49583	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.818673	0.284104	1.070874	0.729830	0.000000	0.573497	0.250387	0.411586	0.392183	0.000000	0.280517	-0.025823	0.127383	1.202701	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031349Ranc.003	12	12	1.074896	718.9	12	12	0.732739	204.4	109.638913	1.642114	69.997259	78.437218	3645006549	3470.534132	13.819167	184	2019	7	3	0	0	62	30	829.23	4.70	253	34.2210	-118.0570	1673	34.0812	-117.5888	325	26.6921	44.4205	109.0640	52.0	3.030	304.80	15798.0137	6365	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	RanchoCucamunga	RanchoCucamunga	49708	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.634171	0.264269	0.969602	0.721638	0.000000	0.558476	0.250932	0.404809	0.379968	0.000000	0.275867	-0.021140	0.127561	1.166000	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031351Rive.004	12	12	1.083504	701.3	12	12	0.740028	198.3	115.981870	1.177558	70.332742	77.919096	3645006675	3470.535590	13.854167	184	2019	7	3	0	0	62	31	829.23	2.91	274	34.2210	-118.0570	1673	33.9508	-117.3924	265	20.3735	44.6541	115.2709	52.0	3.030	304.80	15798.0137	6332	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Riverside	Riverside	49834	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.414275	0.217770	0.835241	0.733188	0.000000	0.505797	0.220646	0.363163	0.392532	0.000000	0.285121	-0.030456	0.127358	1.239266	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031353Lake.005	12	12	1.089619	595.6	12	12	0.742069	180.5	122.734601	1.034731	70.569375	77.548316	3645006802	3470.537060	13.889444	184	2019	7	3	0	0	62	31	829.16	2.46	273	34.2210	-118.0570	1673	33.8772	-117.4158	403	13.6467	44.7221	121.4778	52.0	3.030	304.80	15798.0137	6384	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	LakeMatt	LakeMatt	49961	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.111329	0.178107	0.658648	0.723785	0.000000	0.433165	0.191175	0.312099	0.387596	0.000000	0.275499	-0.021107	0.127204	1.165941	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031355Norc.006	12	12	1.074334	636.6	12	12	0.737204	188.7	122.632710	1.683508	70.766056	77.238548	3645006926	3470.538495	13.923889	184	2019	7	3	0	0	62	31	829.06	4.25	277	34.2210	-118.0570	1673	33.9618	-117.5725	190	13.7482	44.3978	121.4778	52.0	3.030	304.80	15798.0137	6336	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Norco	Norco	50085	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.287979	0.205627	0.759123	0.724691	0.000000	0.461598	0.202505	0.332060	0.390144	0.000000	0.280515	-0.025704	0.127361	1.201866	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031357Pomo.007	12	12	1.087614	633.0	12	12	0.740804	188.1	122.830369	2.341963	70.964958	76.926384	3645007050	3470.539931	13.958333	184	2019	7	3	0	0	62	31	829.23	3.13	277	34.2210	-118.0570	1673	34.0434	-117.7246	253	13.5513	44.0684	121.4778	52.0	3.030	304.80	15798.0137	6371	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Pomona	Pomona	50209	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.378812	0.219269	0.812079	0.725628	0.000000	0.474118	0.207201	0.340598	0.391765	0.000000	0.275645	-0.021343	0.127292	1.167876	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031359210B.008	12	12	1.118365	575.0	12	12	0.748699	181.8	122.967696	4.063919	71.171801	76.602654	3645007176	3470.541389	13.993333	184	2019	7	3	0	0	62	31	829.23	3.58	273	34.2210	-118.0570	1673	34.1196	-117.8678	217	13.4145	43.2073	121.4778	52.0	3.030	304.80	15798.0137	6347	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	210Bend	210Bend	50335	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.330650	0.200937	0.779235	0.737647	0.000000	0.430723	0.183540	0.307183	0.402404	0.000000	0.275850	-0.021329	0.127301	1.167609	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031401Spec.009	12	12	1.104255	357.6	12	12	0.763726	119.5	188.835127	21.364584	71.395272	76.254933	3645007318	3470.543032	14.032778	184	2019	7	3	0	0	62	31	829.23	3.13	261	34.2210	-118.0570	1673	34.2210	-118.0571	1673	-52.2000	34.3003	187.0936	52.0	3.030	304.80	15798.0137	6345	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Spectralon	Spectralon	50477	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.056225	0.187349	0.627615	0.698761	0.000000	0.259051	0.118636	0.188814	0.371771	0.000000	0.275591	-0.021282	0.127164	1.167380	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
cl201907031404Coro.010	12	12	1.096392	524.6	12	12	0.746934	164.0	132.940090	1.396591	71.826920	75.545807	3645007459	3470.544664	14.071944	184	2019	7	3	0	0	62	31	829.23	5.37	269	34.2210	-118.0570	1673	33.8676	-117.6008	261	3.4804	44.5267	133.8916	52.0	3.030	304.80	15798.0137	6363	8.10	34.60	x.x/2.0/2.5/0.9	3.00	50000	0/0/0/0	99/7/6/2	 Sun	Corona	Corona	50618	xISL	Off	9.3132257E-9/9.3132257E-9/9.3132257E-9/9.3132257E-9	0.000000	0.000000	0.000000	NaN	0.000000	1.000975	0.174919	0.604285	0.702514	0.000000	0.401789	0.186829	0.294226	0.365196	0.000000	0.275777	-0.021521	0.127261	1.169292	0.000000	0.06026440	210739	49780	3000.000000	260519	15700.000000	5.000000	2500	0.001000	0
